dataset,method,feature_index,feature,n_real,n_synthetic,real_mean,synthetic_mean,mean_difference,t_statistic,p_value,ks_statistic,p_below_0_05
HIV,Bootstrap,31,V5_Saliva_IgGspike,91,91,145.75231281021138,151.39708629021277,5.644773480001391,-0.3459175700474521,0.7298104989118535,0.0659340659340659,False
HIV,Bootstrap,32,V5_Saliva_IgGRBD,91,91,153.54405279473943,157.8294501566625,4.28539736192306,-0.2100598228848958,0.833858577075676,0.0439560439560439,False
HIV,Bootstrap,33,V8_Saliva_IgGspike,91,91,125.64155031200292,137.42026965172735,11.778719339724418,-0.8725226217524188,0.3840865414046404,0.0769230769230769,False
HIV,Bootstrap,34,V8_Saliva_IgGRBD,91,91,122.48972522295438,138.26790793911442,15.778182716160046,-1.0234774783478802,0.3074771969808879,0.0769230769230769,False
HIV,Bootstrap,35,V8b_Saliva_IgGspike,91,91,338.2158605004405,333.36733117470374,-4.848529325736763,0.3005546192495809,0.7641025810025763,0.0549450549450549,False
HIV,Bootstrap,36,V8b_Saliva_IgGRBD,91,91,398.5726685543637,393.1356020013055,-5.437066553058173,0.2613650962575286,0.7941136197221662,0.0659340659340659,False
HIV,Bootstrap,37,V9_Saliva_IgGspike,91,91,223.05881720666704,224.34813923527904,1.289322028612048,-0.0733681247631914,0.9415947970542856,0.0659340659340659,False
HIV,Bootstrap,38,V9_Saliva_IgGRBD,91,91,255.26088198462685,258.35596685095146,3.095084866324612,-0.1225831303770382,0.9025739708368646,0.0549450549450549,False
HIV,Bootstrap,39,V4_Saliva_IgAspike,91,91,47.108007475570005,48.47005517404158,1.362047698471578,-0.3114352524570338,0.7558325960332085,0.0659340659340659,False
HIV,Bootstrap,40,V4_Saliva_IgARBD,91,91,43.100691578545415,43.9889373595898,0.8882457810443825,-0.2082992368467308,0.8352322970953521,0.0549450549450549,False
HIV,Bootstrap,41,V5_Saliva_IgAspike,91,91,84.73729122602023,88.6160920373686,3.87880081134837,-0.4082251310131758,0.6836018417915669,0.0439560439560439,False
HIV,Bootstrap,42,V5_Saliva_IgARBD,91,91,83.34017392108728,89.26545340739764,5.925279486310359,-0.6471204073802918,0.5183787177874454,0.0659340659340659,False
HIV,Bootstrap,43,V8_Saliva_IgAspike,91,91,51.38416520219583,54.19129370496823,2.8071285027724,-0.4952239340197262,0.6210509249330192,0.0879120879120879,False
HIV,Bootstrap,44,V8_Saliva_IgARBD,91,91,57.968210541285,65.19694375729823,7.228733216013225,-0.9454676275945376,0.3456904098120713,0.1318681318681318,False
HIV,Bootstrap,45,V8b_Saliva_IgAspike,91,91,46.93521012447693,43.6768546811827,-3.258355443294228,0.807701991674867,0.4203444376133564,0.0879120879120879,False
HIV,Bootstrap,46,V8b_Saliva_IgARBD,91,91,52.45808972107185,53.56930451864724,1.1112147975753928,-0.1898330346009883,0.8496542455057998,0.0549450549450549,False
HIV,Bootstrap,47,V9_Saliva_IgAspike,91,91,27.16994598647068,26.50252686097072,-0.6674191254999613,0.2030837508214388,0.8393006380454666,0.0549450549450549,False
HIV,Bootstrap,48,V9_Saliva_IgARBD,91,91,26.604469154889767,26.71460453298066,0.1101353780908915,-0.0174153933668663,0.986124592318474,0.0989010989010989,False
HIV,Bootstrap,49,V8_IFNg,91,91,31.1695054599217,32.463049521813026,1.2935440618913248,-0.2678093007974605,0.7891527720370709,0.0879120879120879,False
HIV,Bootstrap,50,V9_IFNg,91,91,78.89835192083002,75.53846174806029,-3.359890172769738,0.2424918968344688,0.8086777865470424,0.0769230769230769,False
HIV,Bootstrap,51,V8_IL2,91,91,130.1841593312693,128.69791735135593,-1.4862419799133877,0.0785914544576102,0.9374448843509016,0.0549450549450549,False
HIV,Bootstrap,52,V9_IL2,91,91,174.50123680030907,178.27967079917153,3.778433998862454,-0.1539360470588638,0.8778326157696071,0.0549450549450549,False
HIV,Bootstrap,53,V9Dual,91,91,19.905494527502373,19.29450551756136,-0.6109890099410151,0.1638553896545472,0.8700293225889271,0.0659340659340659,False
HIV,Bootstrap,54,V8Dual,91,91,8.972802202780167,8.923901065365298,-0.0489011374148695,0.0294787463849128,0.9765154640886126,0.0879120879120879,False
HIV,Bootstrap,55,IFNG_production,91,91,0.09224910548489,0.0884234373365621,-0.0038256681483279,0.3013750001126571,0.7634767336031788,0.0549450549450549,False
HIV,Bootstrap,56,Il2_production,91,91,0.2338140260551002,0.2261637215922167,-0.0076503044628835,0.3821598109982755,0.7027970295800966,0.0879120879120879,False
HIV,Bootstrap,57,RATIO_CD4CD8,91,91,1.2654785350128843,1.333057783462189,0.0675792484493045,-0.4459494461145902,0.6561749812213156,0.0879120879120879,False
HIV,Bootstrap,58,V8Neut,91,91,265.0976501297165,279.5637516189407,14.46610148922423,-0.2872685442716491,0.7742376457251549,0.0769230769230769,False
HIV,Bootstrap,59,V9Neut,91,91,935.7140911647252,893.9259090213985,-41.788182143326594,0.2970420331752217,0.7667805353458027,0.0659340659340659,False
HIV,Bootstrap,60,V7_ACE2,91,91,334.41255225716054,331.43667845673616,-2.975873800424381,0.0594197562782026,0.9526847216529268,0.0769230769230769,False
HIV,Bootstrap,61,V8_ACE2,91,91,136.17588026444992,125.73916760119764,-10.43671266325228,0.5448939653895754,0.5865619849765111,0.0769230769230769,False
HIV,Bootstrap,62,V8b_ACE2,91,91,694.1192100441062,718.314469054505,24.195259010398782,-0.355670899044233,0.72250449176731,0.0769230769230769,False
HIV,Bootstrap,63,V9_ACE2,91,91,523.224073766352,444.5580116104294,-78.66606215592265,1.1407385237751024,0.255564645941907,0.1208791208791208,False
HIV,Column-wise,1,spikeProduction_D1D2,91,91,3.140899490524124,3.136616588948847,-0.0042829015752769,0.219586161583095,0.82644260581751,0.0549450549450549,False
HIV,Column-wise,2,spikeDecay_D1D2,91,91,0.0244701178642092,0.0243640047917654,-0.0001061130724437,0.757677256320623,0.4496357101557816,0.0879120879120879,False
HIV,Column-wise,3,spikeProduction_D3,91,91,0.62353461260324,0.6236627311496944,0.0001281185464544,-0.2102858347514661,0.8336824665738201,0.0439560439560439,False
HIV,Column-wise,4,spikeDecay_D3,91,91,0.0087038677308585,0.0087168934847136,1.3025753855051142e-05,-0.3483749535628427,0.7279694924310988,0.1098901098901098,False
HIV,Column-wise,5,RBDProduction_D1D2,91,91,2.404523417189881,2.4004249546554064,-0.0040984625344746,0.2631732678301776,0.7927198185891032,0.0549450549450549,False
HIV,Column-wise,6,RBDDecay_D1D2,91,91,0.0215587161972627,0.0215684066598231,9.690462560444507e-06,-0.2925490514641904,0.7702124007067624,0.0659340659340659,False
HIV,Column-wise,7,RBDProduction_D3,91,91,0.8169864972869119,0.8153310516378381,-0.0016554456490737,0.5055017335997743,0.6138310545868212,0.0659340659340659,False
HIV,Column-wise,8,RBDDecay_D3,91,91,0.0113765128918892,0.0113825139558904,6.001064001202178e-06,-0.1721166285452121,0.8635406651615786,0.0549450549450549,False
HIV,Column-wise,9,V1_blood_IgGspike,91,91,6.896112140718397,6.621845114362109,-0.2742670263562887,0.2503490116243461,0.8026036195843046,0.0549450549450549,False
HIV,Column-wise,10,V4_blood_IgGspike,91,91,203.0056377518308,155.2334450653621,-47.772192686468685,1.238673528797458,0.2171506378584051,0.1098901098901098,False
HIV,Column-wise,11,V4a_blood_IgGspike,91,91,125.34833855812366,146.04053040913172,20.69219185100806,-0.7057277837962883,0.4812721706050228,0.0989010989010989,False
HIV,Column-wise,12,V6_blood_IgGspike,91,91,924.6595707568492,917.0238807175184,-7.635690039330825,0.1052150665396395,0.9163223756168066,0.0439560439560439,False
HIV,Column-wise,13,V8_blood_IgGspike,91,91,483.44704525287335,527.9199147905622,44.47286953768884,-0.6882249339814185,0.4921973140311301,0.0769230769230769,False
HIV,Column-wise,14,V8a_blood_IgGspike,91,91,339.3911614889627,296.50283293671663,-42.888328552246094,0.9597314647322917,0.3385822270953263,0.0549450549450549,False
HIV,Column-wise,15,V8b_blood_IgGspike,91,91,1349.6065938760946,1301.58313868596,-48.023455190134655,0.9810648278499592,0.3279159766136059,0.0989010989010989,False
HIV,Column-wise,16,V9_blood_IgGspike,91,91,1015.3168724814614,947.7363938551682,-67.58047862629314,0.9197978310053574,0.3589104346529795,0.0769230769230769,False
HIV,Column-wise,17,V10_blood_IgGspike,91,91,962.7392485063154,979.0684579702524,16.32920946393699,-0.2002919433190917,0.8414789231495169,0.0769230769230769,False
HIV,Column-wise,18,V11_blood_IgGspike,91,91,1314.8465629829154,1312.902854500236,-1.9437084826793125,0.0406076129171836,0.9676537326981856,0.0329670329670329,False
HIV,Column-wise,19,V1_blood_IgGRBD,91,91,5.13758461029975,4.68596488564879,-0.4516197246509597,0.458457975332169,0.6472548307879058,0.0329670329670329,False
HIV,Column-wise,20,V4_blood_IgGRBD,91,91,226.04022855549067,184.9357209886824,-41.10450756680834,0.6090834486656542,0.543422350461598,0.0659340659340659,False
HIV,Column-wise,21,V4a_blood_IgGRBD,91,91,159.47874348504203,91.55209387789716,-67.92664960714487,1.272689690341843,0.2059923202022573,0.0659340659340659,False
HIV,Column-wise,22,V6_blood_IgGRBD,91,91,1757.633392538343,1677.9152304418794,-79.71816209646363,0.3860140090572474,0.6999428655168902,0.0549450549450549,False
HIV,Column-wise,23,V8_blood_IgGRBD,91,91,562.1188489578583,637.7652251799028,75.64637622204452,-0.5982627889214488,0.5504249411513666,0.0769230769230769,False
HIV,Column-wise,24,V8a_blood_IgGRBD,91,91,494.1665499446156,521.9809463155138,27.81439637089824,-0.211700880114027,0.8325835290135876,0.0659340659340659,False
HIV,Column-wise,25,V8b_blood_IgGRBD,91,91,2589.502699417073,2776.205087179666,186.7023877625934,-0.982865959649346,0.3269939328690594,0.0879120879120879,False
HIV,Column-wise,26,V9_blood_IgGRBD,91,91,1610.33636033928,1537.363061124152,-72.97329921512801,0.312180895123013,0.7552660989436129,0.0549450549450549,False
HIV,Column-wise,27,V10_blood_IgGRBD,91,91,1740.384233364692,1791.940142406212,51.55590904151995,-0.2035047128971812,0.8389705004057232,0.0769230769230769,False
HIV,Column-wise,28,V11_blood_IgGRBD,91,91,2435.6731343898145,2177.694633426247,-257.9785009635675,1.1367148008669383,0.2571685614257013,0.1098901098901098,False
HIV,Column-wise,29,V4_Saliva_IgGspike,91,91,44.520155346000585,45.54651044489263,1.0263550988920471,-0.2470008466438381,0.8051911575248634,0.0549450549450549,False
