dataset,method,run,separability_auc
Diabetes,Column-wise,36,0.7948540581597221
Diabetes,Column-wise,37,0.7725016276041667
Diabetes,Column-wise,38,0.7678358289930556
Diabetes,Column-wise,39,0.7549099392361112
Diabetes,Column-wise,40,0.7926839192708333
Diabetes,Column-wise,41,0.7987738715277778
Diabetes,Column-wise,42,0.8053792317708334
Diabetes,Column-wise,43,0.794582790798611
Diabetes,Column-wise,44,0.7566460503472223
Diabetes,Column-wise,45,0.7750108506944446
Diabetes,Column-wise,46,0.7686496310763888
Diabetes,Column-wise,47,0.7842068142361112
Diabetes,Column-wise,48,0.8058403862847222
Diabetes,Column-wise,49,0.7775065104166666
Diabetes,SMOTE,0,0.7172851562499998
Diabetes,SMOTE,1,0.6773817274305556
Diabetes,SMOTE,2,0.7341986762152778
Diabetes,SMOTE,3,0.7512613932291667
Diabetes,SMOTE,4,0.6923149956597222
Diabetes,SMOTE,5,0.7429063585069444
Diabetes,SMOTE,6,0.7506510416666666
Diabetes,SMOTE,7,0.7067735460069444
Diabetes,SMOTE,8,0.7238362630208335
Diabetes,SMOTE,9,0.7447374131944444
Diabetes,SMOTE,10,0.7207031249999999
Diabetes,SMOTE,11,0.774875217013889
Diabetes,SMOTE,12,0.7664794921875
Diabetes,SMOTE,13,0.7251790364583333
Diabetes,SMOTE,14,0.7087944878472223
Diabetes,SMOTE,15,0.7417670355902778
Diabetes,SMOTE,16,0.7024739583333333
Diabetes,SMOTE,17,0.7047119140625
Diabetes,SMOTE,18,0.7382405598958335
Diabetes,SMOTE,19,0.7019721137152777
Diabetes,SMOTE,20,0.7400173611111109
Diabetes,SMOTE,21,0.7864447699652777
Diabetes,SMOTE,22,0.7258300781249999
Diabetes,SMOTE,23,0.7230495876736112
Diabetes,SMOTE,24,0.6713731553819444
Diabetes,SMOTE,25,0.6763102213541667
Diabetes,SMOTE,26,0.7335476345486112
Diabetes,SMOTE,27,0.6979980468749998
Diabetes,SMOTE,28,0.6805555555555556
Diabetes,SMOTE,29,0.6912977430555557
Diabetes,SMOTE,30,0.741061740451389
Diabetes,SMOTE,31,0.7200113932291666
Diabetes,SMOTE,32,0.7152506510416667
Diabetes,SMOTE,33,0.7070719401041667
Diabetes,SMOTE,34,0.7187364366319444
Diabetes,SMOTE,35,0.7106526692708334
Diabetes,SMOTE,36,0.7439778645833334
Diabetes,SMOTE,37,0.7235107421875
Diabetes,SMOTE,38,0.714816623263889
Diabetes,SMOTE,39,0.7318386501736112
Diabetes,SMOTE,40,0.6989610460069444
Diabetes,SMOTE,41,0.7291124131944444
Diabetes,SMOTE,42,0.7512478298611112
Diabetes,SMOTE,43,0.7440321180555556
Diabetes,SMOTE,44,0.7432861328125
Diabetes,SMOTE,45,0.7391221788194445
Diabetes,SMOTE,46,0.7006971571180555
Diabetes,SMOTE,47,0.6828206380208333
Diabetes,SMOTE,48,0.7118462456597223
Diabetes,SMOTE,49,0.7099473741319444
Diabetes,GMM-guided SMOTE,0,0.7396918402777779
Diabetes,GMM-guided SMOTE,1,0.7145317925347221
Diabetes,GMM-guided SMOTE,2,0.747314453125
Diabetes,GMM-guided SMOTE,3,0.7328559027777777
Diabetes,GMM-guided SMOTE,4,0.657375759548611
Diabetes,GMM-guided SMOTE,5,0.742919921875
Diabetes,GMM-guided SMOTE,6,0.7076280381944444
Diabetes,GMM-guided SMOTE,7,0.7614203559027777
Diabetes,GMM-guided SMOTE,8,0.7645941840277778
Diabetes,GMM-guided SMOTE,9,0.7388102213541667
Diabetes,GMM-guided SMOTE,10,0.7025282118055555
Diabetes,GMM-guided SMOTE,11,0.7067057291666666
Diabetes,GMM-guided SMOTE,12,0.7227918836805557
Diabetes,GMM-guided SMOTE,13,0.7229139539930556
Diabetes,GMM-guided SMOTE,14,0.6981743706597222
Diabetes,GMM-guided SMOTE,15,0.7261827256944444
Diabetes,GMM-guided SMOTE,16,0.7468939887152779
Diabetes,GMM-guided SMOTE,17,0.6907416449652777
Diabetes,GMM-guided SMOTE,18,0.7499457465277779
Diabetes,GMM-guided SMOTE,19,0.6773952907986112
Diabetes,GMM-guided SMOTE,20,0.7067464192708333
Diabetes,GMM-guided SMOTE,21,0.7685682508680556
Diabetes,GMM-guided SMOTE,22,0.7469482421875001
Diabetes,GMM-guided SMOTE,23,0.7178955078124999
Diabetes,GMM-guided SMOTE,24,0.6391465928819444
Diabetes,GMM-guided SMOTE,25,0.721340603298611
Diabetes,GMM-guided SMOTE,26,0.7459988064236112
Diabetes,GMM-guided SMOTE,27,0.7232123480902778
Diabetes,GMM-guided SMOTE,28,0.7383490668402778
Diabetes,GMM-guided SMOTE,29,0.7155761718749999
Diabetes,GMM-guided SMOTE,30,0.7080485026041667
Diabetes,GMM-guided SMOTE,31,0.7300075954861112
Diabetes,GMM-guided SMOTE,32,0.7192111545138888
Diabetes,GMM-guided SMOTE,33,0.7131483289930556
Diabetes,GMM-guided SMOTE,34,0.7126329210069443
Diabetes,GMM-guided SMOTE,35,0.7158067491319444
Diabetes,GMM-guided SMOTE,36,0.7144639756944446
Diabetes,GMM-guided SMOTE,37,0.7111002604166669
Diabetes,GMM-guided SMOTE,38,0.7409396701388888
Diabetes,GMM-guided SMOTE,39,0.7204182942708335
Diabetes,GMM-guided SMOTE,40,0.6984049479166667
Diabetes,GMM-guided SMOTE,41,0.7419976128472221
Diabetes,GMM-guided SMOTE,42,0.7409125434027778
Diabetes,GMM-guided SMOTE,43,0.7192382812499999
Diabetes,GMM-guided SMOTE,44,0.7001953125
Diabetes,GMM-guided SMOTE,45,0.7870008680555556
Diabetes,GMM-guided SMOTE,46,0.6824544270833334
Diabetes,GMM-guided SMOTE,47,0.7246636284722222
Diabetes,GMM-guided SMOTE,48,0.7151692708333334
Diabetes,GMM-guided SMOTE,49,0.6941731770833334
Diabetes,CVAE,0,0.9806993272569444
Diabetes,CVAE,1,0.9777696397569444
Diabetes,CVAE,2,0.9786241319444444
Diabetes,CVAE,3,0.9790717230902776
Diabetes,CVAE,4,0.977878146701389
Diabetes,CVAE,5,0.9788004557291669
Diabetes,CVAE,6,0.9801161024305556
Diabetes,CVAE,7,0.9800347222222222
Diabetes,CVAE,8,0.9784071180555556
Diabetes,CVAE,9,0.9801432291666666
Diabetes,CVAE,10,0.9730902777777776
Diabetes,CVAE,11,0.9765896267361112
Diabetes,CVAE,12,0.9832492404513888
Diabetes,CVAE,13,0.9873453776041669
Diabetes,CVAE,14,0.9765353732638888
Diabetes,CVAE,15,0.9821641710069444
Diabetes,CVAE,16,0.9685872395833331
Diabetes,CVAE,17,0.9732394748263888
Diabetes,CVAE,18,0.9680853949652776
Diabetes,CVAE,19,0.9840766059027778
Diabetes,CVAE,20,0.9877251519097222
Diabetes,CVAE,21,0.98046875
Diabetes,CVAE,22,0.9736328125
Diabetes,CVAE,23,0.99169921875
Diabetes,CVAE,24,0.9663899739583334
Diabetes,CVAE,25,0.9822184244791666
Diabetes,CVAE,26,0.980984157986111
Diabetes,CVAE,27,0.983371310763889
Diabetes,CVAE,28,0.9797092013888888
Diabetes,CVAE,29,0.969387478298611
Diabetes,CVAE,30,0.9768473307291664
Diabetes,CVAE,31,0.9801432291666669
Diabetes,CVAE,32,0.9842258029513888
Diabetes,CVAE,33,0.9691840277777778
Diabetes,CVAE,34,0.9688313802083334
Diabetes,CVAE,35,0.9718831380208334
Diabetes,CVAE,36,0.9819878472222224
Diabetes,CVAE,37,0.9891764322916669
Diabetes,CVAE,38,0.977322048611111
Diabetes,CVAE,39,0.9760606553819444
Diabetes,CVAE,40,0.9730360243055556
Diabetes,CVAE,41,0.9823404947916669
Diabetes,CVAE,42,0.984524197048611
Diabetes,CVAE,43,0.9848090277777776
Diabetes,CVAE,44,0.9750434027777778
Diabetes,CVAE,45,0.9811604817708334
Diabetes,CVAE,46,0.9753011067708334
Diabetes,CVAE,47,0.9798583984375
Diabetes,CVAE,48,0.9801161024305556
Diabetes,CVAE,49,0.9734564887152778
HIV,GMM,0,1.0
HIV,GMM,1,1.0
HIV,GMM,2,1.0
HIV,GMM,3,1.0
HIV,GMM,4,1.0
HIV,GMM,5,1.0
HIV,GMM,6,1.0
HIV,GMM,7,1.0
HIV,GMM,8,1.0
HIV,GMM,9,1.0
HIV,GMM,10,1.0
HIV,GMM,11,1.0
HIV,GMM,12,1.0
HIV,GMM,13,1.0
HIV,GMM,14,1.0
HIV,GMM,15,1.0
HIV,GMM,16,1.0
HIV,GMM,17,1.0
HIV,GMM,18,1.0
HIV,GMM,19,1.0
HIV,GMM,20,1.0
HIV,GMM,21,1.0
HIV,GMM,22,1.0
HIV,GMM,23,1.0
HIV,GMM,24,1.0
HIV,GMM,25,1.0
HIV,GMM,26,1.0
HIV,GMM,27,1.0
HIV,GMM,28,1.0
HIV,GMM,29,1.0
HIV,GMM,30,1.0
HIV,GMM,31,1.0
HIV,GMM,32,1.0
HIV,GMM,33,1.0
HIV,GMM,34,1.0
HIV,GMM,35,1.0
HIV,GMM,36,1.0
HIV,GMM,37,1.0
HIV,GMM,38,1.0
HIV,GMM,39,1.0
HIV,GMM,40,1.0
HIV,GMM,41,1.0
HIV,GMM,42,1.0
HIV,GMM,43,1.0
HIV,GMM,44,1.0
HIV,GMM,45,1.0
HIV,GMM,46,1.0
HIV,GMM,47,1.0
HIV,GMM,48,1.0
HIV,GMM,49,1.0
Breast Cancer,GMM,0,0.9911356249384418
Breast Cancer,GMM,1,0.9895351127745493
Breast Cancer,GMM,2,0.9914803506352803
Breast Cancer,GMM,3,0.9925391509898552
Breast Cancer,GMM,4,0.9915295971634
Breast Cancer,GMM,5,0.9903969270166454
Breast Cancer,GMM,6,0.9934009652319512
Breast Cancer,GMM,7,0.99574017531764
Breast Cancer,GMM,8,0.991726583275879
Breast Cancer,GMM,9,0.9872697724810401
Breast Cancer,GMM,10,0.9912587412587412
Breast Cancer,GMM,11,0.9861617255983454
Breast Cancer,GMM,12,0.9933270954397715
Breast Cancer,GMM,13,0.9957155520535802
Breast Cancer,GMM,14,0.9890180242292917
Breast Cancer,GMM,15,0.9898552152073279
Breast Cancer,GMM,16,0.991307987786861
Breast Cancer,GMM,17,0.9924406579336158
Breast Cancer,GMM,18,0.9979316458189699
Breast Cancer,GMM,19,0.9933024721757115
Breast Cancer,GMM,20,0.9918496995961784
Breast Cancer,GMM,21,0.989608982566729
Breast Cancer,GMM,22,0.9893873731901902
Breast Cancer,GMM,23,0.9932286023835318
Breast Cancer,GMM,24,0.993844183985029
Breast Cancer,GMM,25,0.9920959322367774
Breast Cancer,GMM,26,0.9831576873830395
Breast Cancer,GMM,27,0.9952230867723826
Breast Cancer,GMM,28,0.9861124790702256
Breast Cancer,GMM,29,0.9877622377622377
Breast Cancer,GMM,30,0.9863340884467645
Breast Cancer,GMM,31,0.9966266128237959
Breast Cancer,GMM,32,0.9918250763321186
Breast Cancer,GMM,33,0.9905939131291245
Breast Cancer,GMM,34,0.9979808923470895
Breast Cancer,GMM,35,0.9959125381660593
Breast Cancer,GMM,36,0.992810006894514
Breast Cancer,GMM,37,0.9951984635083226
Breast Cancer,GMM,38,0.9880577169309563
Breast Cancer,GMM,39,0.9948044912833646
Breast Cancer,GMM,40,0.9910863784103221
Breast Cancer,GMM,41,0.9901260711119866
Breast Cancer,GMM,42,0.9905200433369448
Breast Cancer,GMM,43,0.9827637151580814
Breast Cancer,GMM,44,0.9928592534226338
Breast Cancer,GMM,45,0.9919974391805378
Breast Cancer,GMM,46,0.9915295971634
Breast Cancer,GMM,47,0.9884516891559145
Breast Cancer,GMM,48,0.9891903870777111
Breast Cancer,GMM,49,0.9889441544371123
Diabetes,GMM,0,0.9730631510416667
Diabetes,GMM,1,0.966457790798611
Diabetes,GMM,2,0.9704725477430556
Diabetes,GMM,3,0.9778510199652779
Diabetes,GMM,4,0.973117404513889
Diabetes,GMM,5,0.9630940755208334
Diabetes,GMM,6,0.975558810763889
Diabetes,GMM,7,0.976291232638889
Diabetes,GMM,8,0.9696587456597223
Diabetes,GMM,9,0.9615207248263888
Diabetes,GMM,10,0.9666883680555555
Diabetes,GMM,11,0.975735134548611
Diabetes,GMM,12,0.9760877821180556
Diabetes,GMM,13,0.9799126519097222
Diabetes,GMM,14,0.9621039496527779
Diabetes,GMM,15,0.9676242404513888
Diabetes,GMM,16,0.9773356119791667
Diabetes,GMM,17,0.9707709418402778
Diabetes,GMM,18,0.9696858723958333
Diabetes,GMM,19,0.9701741536458333
Diabetes,GMM,20,0.9651014539930556
Diabetes,GMM,21,0.9751790364583334
Diabetes,GMM,22,0.9700385199652778
Diabetes,GMM,23,0.9795328776041667
Diabetes,GMM,24,0.9762505425347223
Diabetes,GMM,25,0.9732530381944444
Diabetes,GMM,26,0.9729953342013888
Diabetes,GMM,27,0.9844292534722222
Diabetes,GMM,28,0.9829915364583333
Diabetes,GMM,29,0.964694552951389
Diabetes,GMM,30,0.9705403645833334
Diabetes,GMM,31,0.9763590494791667
Diabetes,GMM,32,0.984280056423611
Diabetes,GMM,33,0.9727376302083334
Diabetes,GMM,34,0.9798177083333333
Diabetes,GMM,35,0.9763047960069444
Diabetes,GMM,36,0.971706814236111
Diabetes,GMM,37,0.9758572048611112
Diabetes,GMM,38,0.9750298394097222
Diabetes,GMM,39,0.9713812934027778
Diabetes,GMM,40,0.9695095486111112
Diabetes,GMM,41,0.9709608289930556
Diabetes,GMM,42,0.9712185329861112
Diabetes,GMM,43,0.9807671440972222
Diabetes,GMM,44,0.9715169270833334
Diabetes,GMM,45,0.9805772569444444
Diabetes,GMM,46,0.9607883029513888
Diabetes,GMM,47,0.9711778428819444
Diabetes,GMM,48,0.9694417317708333
Diabetes,GMM,49,0.9661865234375
