dataset,method,feature_index,feature,kld
Breast Cancer,GMM-guided SMOTE,12,perimeter error,0.0917545441674959
Breast Cancer,GMM-guided SMOTE,13,area error,0.1315649169401708
Breast Cancer,GMM-guided SMOTE,14,smoothness error,0.3433969054329983
Breast Cancer,GMM-guided SMOTE,15,compactness error,0.2302552440863128
Breast Cancer,GMM-guided SMOTE,16,concavity error,0.2051380204141793
Breast Cancer,GMM-guided SMOTE,17,concave points error,0.2282708249009038
Breast Cancer,GMM-guided SMOTE,18,symmetry error,0.2239810886490354
Breast Cancer,GMM-guided SMOTE,19,fractal dimension error,0.3226765553705116
Breast Cancer,GMM-guided SMOTE,20,worst radius,0.0501897553005412
Breast Cancer,GMM-guided SMOTE,21,worst texture,0.1943557802839427
Breast Cancer,GMM-guided SMOTE,22,worst perimeter,0.049552281730566
Breast Cancer,GMM-guided SMOTE,23,worst area,0.0810733085495049
Breast Cancer,GMM-guided SMOTE,24,worst smoothness,0.4396155561639571
Breast Cancer,GMM-guided SMOTE,25,worst compactness,0.0935165800099327
Breast Cancer,GMM-guided SMOTE,26,worst concavity,0.2480411351231755
Breast Cancer,GMM-guided SMOTE,27,worst concave points,0.0513013303506733
Breast Cancer,GMM-guided SMOTE,28,worst symmetry,0.3581064616602447
Breast Cancer,GMM-guided SMOTE,29,worst fractal dimension,0.1565486873639837
Breast Cancer,CVAE,0,mean radius,0.2045030379527854
Breast Cancer,CVAE,1,mean texture,0.1474868746143587
Breast Cancer,CVAE,2,mean perimeter,0.3157608947092643
Breast Cancer,CVAE,3,mean area,0.1550861845129522
Breast Cancer,CVAE,4,mean smoothness,0.4012489113737542
Breast Cancer,CVAE,5,mean compactness,0.3903510110906713
Breast Cancer,CVAE,6,mean concavity,0.3128050044611585
Breast Cancer,CVAE,7,mean concave points,0.3190808707126471
Breast Cancer,CVAE,8,mean symmetry,0.338926582527058
Breast Cancer,CVAE,9,mean fractal dimension,0.4779901169161399
Breast Cancer,CVAE,10,radius error,0.1236864379519078
Breast Cancer,CVAE,11,texture error,0.2072709778388385
Breast Cancer,CVAE,12,perimeter error,0.1378358084616264
Breast Cancer,CVAE,13,area error,0.0770115535270043
Breast Cancer,CVAE,14,smoothness error,0.5448587909975211
Breast Cancer,CVAE,15,compactness error,0.5025679541995499
Breast Cancer,CVAE,16,concavity error,0.2320165232781165
Breast Cancer,CVAE,17,concave points error,0.2764510680019378
Breast Cancer,CVAE,18,symmetry error,0.6568458551090646
Breast Cancer,CVAE,19,fractal dimension error,0.4204938959393424
Breast Cancer,CVAE,20,worst radius,0.1579454431959059
Breast Cancer,CVAE,21,worst texture,0.2463812024079043
Breast Cancer,CVAE,22,worst perimeter,0.1542912472621287
Breast Cancer,CVAE,23,worst area,0.1200448357908271
Breast Cancer,CVAE,24,worst smoothness,0.3644694976622111
Breast Cancer,CVAE,25,worst compactness,0.3563011232332355
Breast Cancer,CVAE,26,worst concavity,0.3926928053793533
Breast Cancer,CVAE,27,worst concave points,0.2040212254143331
Breast Cancer,CVAE,28,worst symmetry,0.4633441506427423
Breast Cancer,CVAE,29,worst fractal dimension,0.4085472769863965
Diabetes,Bootstrap,0,preg,0.0712992671229577
Diabetes,Bootstrap,1,plas,0.0242706925549385
Diabetes,Bootstrap,2,pres,0.0549940336592009
Diabetes,Bootstrap,3,skin,0.0256916499782449
Diabetes,Bootstrap,4,insu,0.1030249588908337
Diabetes,Bootstrap,5,mass,0.0404020075441342
Diabetes,Bootstrap,6,pedi,0.0613248445478092
Diabetes,Bootstrap,7,age,0.0351516121797125
Diabetes,Column-wise,0,preg,0.0064718229678425
Diabetes,Column-wise,1,plas,0.0116196331922845
Diabetes,Column-wise,2,pres,0.0887996084856915
Diabetes,Column-wise,3,skin,0.0091562144326744
Diabetes,Column-wise,4,insu,0.0445178616256194
Diabetes,Column-wise,5,mass,0.0272087531493837
Diabetes,Column-wise,6,pedi,0.0720557318690455
Diabetes,Column-wise,7,age,0.0109174784386327
Diabetes,SMOTE,0,preg,0.5355451589834606
Diabetes,SMOTE,1,plas,0.1054114568213727
Diabetes,SMOTE,2,pres,0.1695126107982895
Diabetes,SMOTE,3,skin,0.0910197301380393
Diabetes,SMOTE,4,insu,0.0669764574445409
Diabetes,SMOTE,5,mass,0.0988785749324179
Diabetes,SMOTE,6,pedi,0.3386257643592215
Diabetes,SMOTE,7,age,0.1392361231730266
Diabetes,GMM-guided SMOTE,0,preg,0.5489976137104798
Diabetes,GMM-guided SMOTE,1,plas,0.0415128763603393
Diabetes,GMM-guided SMOTE,2,pres,0.1450013508500802
Diabetes,GMM-guided SMOTE,3,skin,0.157650015278774
Diabetes,GMM-guided SMOTE,4,insu,0.0957177459120209
Diabetes,GMM-guided SMOTE,5,mass,0.0879844926557673
Diabetes,GMM-guided SMOTE,6,pedi,0.2518135326941819
Diabetes,GMM-guided SMOTE,7,age,0.1379483271538272
Diabetes,CVAE,0,preg,0.8562967729975727
Diabetes,CVAE,1,plas,0.187076466667003
Diabetes,CVAE,2,pres,1.0678206674753703
Diabetes,CVAE,3,skin,0.6572890334510012
Diabetes,CVAE,4,insu,0.4288477851627907
Diabetes,CVAE,5,mass,0.3452014844542188
Diabetes,CVAE,6,pedi,0.398647865487198
Diabetes,CVAE,7,age,0.1523591533141995
HIV,GMM,0,spikeProduction_D1D2,0.5998514074262717
HIV,GMM,1,spikeDecay_D1D2,1.6701940301514528
HIV,GMM,2,spikeProduction_D3,1.296782895038548
HIV,GMM,3,spikeDecay_D3,2.4619353992628437
HIV,GMM,4,RBDProduction_D1D2,0.9471060242775391
HIV,GMM,5,RBDDecay_D1D2,3.3424379581126775
HIV,GMM,6,RBDProduction_D3,0.6901107238089227
HIV,GMM,7,RBDDecay_D3,1.5213153674081576
HIV,GMM,8,V1_blood_IgGspike,1.6257433517072815
HIV,GMM,9,V4_blood_IgGspike,1.4004663487435194
HIV,GMM,10,V4a_blood_IgGspike,0.44411908145622253
HIV,GMM,11,V6_blood_IgGspike,0.9195181091428526
HIV,GMM,12,V8_blood_IgGspike,1.9833531060419276
HIV,GMM,13,V8a_blood_IgGspike,2.566151998085063
HIV,GMM,14,V8b_blood_IgGspike,1.5291501813116226
HIV,GMM,15,V9_blood_IgGspike,1.501479876408471
HIV,GMM,16,V10_blood_IgGspike,0.8849625736209039
HIV,GMM,17,V11_blood_IgGspike,1.1155849531929105
HIV,GMM,18,V1_blood_IgGRBD,0.9883958827332415
HIV,GMM,19,V4_blood_IgGRBD,1.042799888194449
HIV,GMM,20,V4a_blood_IgGRBD,0.3148558143596338
HIV,GMM,21,V6_blood_IgGRBD,0.44957274920259294
HIV,GMM,22,V8_blood_IgGRBD,1.029228111486186
HIV,GMM,23,V8a_blood_IgGRBD,1.273796610629181
HIV,GMM,24,V8b_blood_IgGRBD,3.9598242137839486
HIV,GMM,25,V9_blood_IgGRBD,0.9166482601315296
HIV,GMM,26,V10_blood_IgGRBD,3.8817505904024507
HIV,GMM,27,V11_blood_IgGRBD,0.8214078143710647
HIV,GMM,28,V4_Saliva_IgGspike,1.038776752322817
HIV,GMM,29,V4_Saliva_IgGRBD,1.7067257994830412
HIV,GMM,30,V5_Saliva_IgGspike,0.7841466992209526
HIV,GMM,31,V5_Saliva_IgGRBD,0.7107677602160954
HIV,GMM,32,V8_Saliva_IgGspike,0.8461026944049352
HIV,GMM,33,V8_Saliva_IgGRBD,0.6687847169163398
HIV,GMM,34,V8b_Saliva_IgGspike,1.249778139257663
HIV,GMM,35,V8b_Saliva_IgGRBD,1.0663284765613015
HIV,GMM,36,V9_Saliva_IgGspike,2.1528777782817627
HIV,GMM,37,V9_Saliva_IgGRBD,0.6357857959562935
HIV,GMM,38,V4_Saliva_IgAspike,0.9648199595124551
HIV,GMM,39,V4_Saliva_IgARBD,0.6838047770176092
HIV,GMM,40,V5_Saliva_IgAspike,0.8248953132772726
HIV,GMM,41,V5_Saliva_IgARBD,0.7595575980849866
HIV,GMM,42,V8_Saliva_IgAspike,0.4996438950831342
HIV,GMM,43,V8_Saliva_IgARBD,0.9590104288551489
HIV,GMM,44,V8b_Saliva_IgAspike,0.8291161832640924
HIV,GMM,45,V8b_Saliva_IgARBD,0.8896969597355594
HIV,GMM,46,V9_Saliva_IgAspike,0.503131848606877
HIV,GMM,47,V9_Saliva_IgARBD,0.6668078365358371
HIV,GMM,48,V8_IFNg,1.8579400964221362
HIV,GMM,49,V9_IFNg,1.587124396700172
HIV,GMM,50,V8_IL2,0.3234471166101363
HIV,GMM,51,V9_IL2,0.6574622481187886
HIV,GMM,52,V9Dual,0.9283596327274133
HIV,GMM,53,V8Dual,0.8071175837322482
HIV,GMM,54,IFNG_production,0.9108440464752471
HIV,GMM,55,Il2_production,0.47932822075445003
HIV,GMM,56,RATIO_CD4CD8,1.427011886919029
HIV,GMM,57,V8Neut,1.124313317802986
HIV,GMM,58,V9Neut,1.2548749739296163
HIV,GMM,59,V7_ACE2,1.8297077986513204
HIV,GMM,60,V8_ACE2,1.7068680886857304
HIV,GMM,61,V8b_ACE2,0.8616135025164988
HIV,GMM,62,V9_ACE2,0.7047409107675852
Breast Cancer,GMM,0,mean radius,0.12388898656186911
Breast Cancer,GMM,1,mean texture,0.15865506472890492
Breast Cancer,GMM,2,mean perimeter,0.3036170209579614
Breast Cancer,GMM,3,mean area,0.12132661893451097
Breast Cancer,GMM,4,mean smoothness,0.1581576783956058
Breast Cancer,GMM,5,mean compactness,0.27706804586062633
Breast Cancer,GMM,6,mean concavity,0.33400700562854124
Breast Cancer,GMM,7,mean concave points,0.15986761510636743
Breast Cancer,GMM,8,mean symmetry,0.09494274718158235
Breast Cancer,GMM,9,mean fractal dimension,0.4422868146170258
Breast Cancer,GMM,10,radius error,0.2774070901216279
Breast Cancer,GMM,11,texture error,0.4980121463252583
Breast Cancer,GMM,12,perimeter error,0.2575015155930771
Breast Cancer,GMM,13,area error,0.12277936011080781
Breast Cancer,GMM,14,smoothness error,1.0173161657198517
Breast Cancer,GMM,15,compactness error,0.44576613540843546
Breast Cancer,GMM,16,concavity error,0.29575457721059534
Breast Cancer,GMM,17,concave points error,0.3936544714536669
Breast Cancer,GMM,18,symmetry error,0.6347662644414096
Breast Cancer,GMM,19,fractal dimension error,1.131415857559677
Breast Cancer,GMM,20,worst radius,0.12290059463933142
Breast Cancer,GMM,21,worst texture,0.2559962348572651
Breast Cancer,GMM,22,worst perimeter,0.16752080225892052
Breast Cancer,GMM,23,worst area,0.12524423878654026
Breast Cancer,GMM,24,worst smoothness,0.07123905532387527
Breast Cancer,GMM,25,worst compactness,0.15983913813399667
Breast Cancer,GMM,26,worst concavity,0.16774855522071835
Breast Cancer,GMM,27,worst concave points,0.07168436095071813
Breast Cancer,GMM,28,worst symmetry,0.1787149610230812
Breast Cancer,GMM,29,worst fractal dimension,0.14500484405445996
Diabetes,GMM,0,preg,0.15272561101896537
Diabetes,GMM,1,plas,0.15657198365592914
Diabetes,GMM,2,pres,0.21721484372485123
Diabetes,GMM,3,skin,0.523601175953769
Diabetes,GMM,4,insu,0.08505990367197383
Diabetes,GMM,5,mass,0.10761436773229278
Diabetes,GMM,6,pedi,0.352260768186104
Diabetes,GMM,7,age,0.281111330425397
