repeat,seed,dataset,prior,feature_index,feature,n_real,n_synthetic,real_mean,synthetic_mean,mean_difference,t_statistic,p_value,ks_statistic,standardized_mean_difference,standardized_wasserstein
0,42,HIV,Normal,25,V8b_blood_IgGRBD,91,91,2589.5026994170726,2278.9050333211712,-310.59766609590133,2.0430004253205762,0.043054736644203506,0.31868131868131866,-0.23871245443720543,0.46336029974802034
0,42,HIV,Normal,26,V9_blood_IgGRBD,91,91,1610.33636033928,934.693341601026,-675.643018738254,3.7927196124637916,0.0002487073142109936,0.26373626373626374,-0.41446976071140484,0.5255232867915873
0,42,HIV,Normal,27,V10_blood_IgGRBD,91,91,1740.3842333646921,679.6457030746963,-1060.7385302899959,5.775996843034855,9.387432606463509e-08,0.4175824175824176,-0.6158171370353929,0.6890310463268353
0,42,HIV,Normal,28,V11_blood_IgGRBD,91,91,2435.6731343898145,1900.6922010484632,-534.9809333413514,3.013223201587877,0.0031131248423266734,0.3516483516483517,-0.3498281495629624,0.5367305437228151
0,42,HIV,Normal,29,V4_Saliva_IgGspike,91,91,44.520155346000585,33.70500761074024,-10.815147735260346,3.231595387387928,0.0015777939292492208,0.3076923076923077,-0.3701927515171679,0.43279678759777845
0,42,HIV,Normal,30,V4_Saliva_IgGRBD,91,91,34.03445494174957,20.812549580584516,-13.221905361165057,3.283888478802168,0.001383544012737673,0.25274725274725274,-0.36040265392774695,0.42657279560757816
0,42,HIV,Normal,31,V5_Saliva_IgGspike,91,91,145.75231281021138,116.61993672297551,-29.13237608723587,2.4393754529187737,0.01622315449255149,0.2967032967032967,-0.2741474162263561,0.434516768229466
0,42,HIV,Normal,32,V5_Saliva_IgGRBD,91,91,153.54405279473943,111.5409914792239,-42.003061315515524,2.7744330930691,0.006502063399250511,0.27472527472527475,-0.3064743199356036,0.3944519483002003
0,42,HIV,Normal,33,V8_Saliva_IgGspike,91,91,125.64155031200293,96.10056958879743,-29.540980723205507,2.9780280204448584,0.0035732600273092273,0.2967032967032967,-0.32876629048416744,0.4976902264979553
0,42,HIV,Normal,34,V8_Saliva_IgGRBD,91,91,122.48972522295438,90.68100912492353,-31.808716098030843,2.951044607892094,0.003864955787592117,0.26373626373626374,-0.3270642062933097,0.4905514106992284
0,42,HIV,Normal,35,V8b_Saliva_IgGspike,91,91,338.2158605004405,314.91166225894466,-23.30419824149584,1.8514206604049708,0.06621057681934617,0.3626373626373626,-0.22179031977812022,0.4057120931183691
0,42,HIV,Normal,36,V8b_Saliva_IgGRBD,91,91,398.57266855436364,360.6711376315945,-37.901530922769155,2.346924748161227,0.02026062655669365,0.3076923076923077,-0.28684991282763544,0.42356489727583574
0,42,HIV,Normal,37,V9_Saliva_IgGspike,91,91,223.05881720666702,177.29456371265454,-45.76425349401248,3.3034758253689818,0.001213740354660041,0.2857142857142857,-0.3946267605670867,0.4656227519000673
0,42,HIV,Normal,38,V9_Saliva_IgGRBD,91,91,255.26088198462685,188.47702885722066,-66.78385312740619,3.4490690623431335,0.000776457214881552,0.27472527472527475,-0.39151549696828686,0.5445405095342175
0,42,HIV,Normal,39,V4_Saliva_IgAspike,91,91,47.108007475570005,38.060851945981874,-9.047155529588132,2.658593910918403,0.009005248196579666,0.24175824175824176,-0.29479937203153767,0.4041699666466369
0,42,HIV,Normal,40,V4_Saliva_IgARBD,91,91,43.100691578545415,32.710040647904954,-10.390650930640462,3.227620012502539,0.001578744714459512,0.32967032967032966,-0.3763695460139687,0.47366919037025385
0,42,HIV,Normal,41,V5_Saliva_IgAspike,91,91,84.73729122602023,70.24666763137985,-14.490623594640383,2.135444332477416,0.03475289061752221,0.3076923076923077,-0.24246040408450362,0.45067727356679715
